# 02805 shared playground — week 1 release (frozen snapshot, 2026-08-26)
# Wikipedia Category:Marvel Comics superheroes: one node per character; edge A -> B
# when the article of A links to the article of B. 303 nodes, 1784 directed edges.
# 17 characters have no edge in either direction — take the full node set from week1_nodes.tsv.
# source	target
Satana_(Marvel_Comics)	Ghost_Rider
Satana_(Marvel_Comics)	Man-Thing
Satana_(Marvel_Comics)	Spider-Man
Scaredycat	Radian_(Morituri)
Scaredycat	Scatterbrain_(Morituri)
Scaredycat	Toxyn
Scarlet_Scarab	Human_Torch_(android)
Scarlet_Scarab	Moon_Knight
Scarlet_Spider	Black_Cat_(Marvel_Comics)
Scarlet_Spider	Mayday_Parker
Scarlet_Spider	Spider-Man
Scarlet_Witch	Cyclops_(Marvel_Comics)
Scarlet_Witch	Doctor_Strange
Scarlet_Witch	Franklin_Richards_(character)
Scarlet_Witch	Human_Torch_(android)
Scarlet_Witch	Jericho_Drumm
Scarlet_Witch	Ms._Marvel
Scarlet_Witch	Phoenix_Force
Scarlet_Witch	Quicksilver_(Marvel_Comics)
Scarlet_Witch	She-Hulk
Scarlet_Witch	Speed_(character)
Scarlet_Witch	Spider-Man
Scarlet_Witch	Spider-Woman_(Jessica_Drew)
Scarlet_Witch	Whizzer_(Robert_Frank)
Scarlet_Witch	Wolverine_(character)
Scatterbrain_(Morituri)	Scaredycat
Scatterbrain_(Morituri)	Toxyn
Scorpio_(Marvel_Comics)	Spider-Man
Scorpio_(Marvel_Comics)	Wolverine_(character)
Sentry_(Robert_Reynolds)	Ares_(Marvel_Comics)
Sentry_(Robert_Reynolds)	Doctor_Strange
Sentry_(Robert_Reynolds)	Emma_Frost
Sentry_(Robert_Reynolds)	Hulk
Sentry_(Robert_Reynolds)	Misty_Knight
Sentry_(Robert_Reynolds)	Spider-Man
Shamrock_(comics)	Arabian_Knight_(character)
Shamrock_(comics)	Black_Panther_(character)
Shamrock_(comics)	Deadpool
Shamrock_(comics)	Doctor_Druid
Shamrock_(comics)	Iron_Fist_(character)
Shamrock_(comics)	Rom_the_Space_Knight
Shamrock_(comics)	Sabra_(character)
Shamrock_(comics)	Storm_(Marvel_Comics)
Shang-Chi	Ares_(Marvel_Comics)
Shang-Chi	Black_Jack_Tarr
Shang-Chi	Black_Panther_(character)
Shang-Chi	Doctor_Strange
Shang-Chi	Hank_Pym
Shang-Chi	Iron_Fist_(character)
Shang-Chi	Misty_Knight
Shang-Chi	Moon_Knight
Shang-Chi	Silk_(character)
Shang-Chi	Spider-Man
Shang-Chi	Tarantula_(Marvel_Comics)
Shatterstar	Cable_(character)
Shatterstar	Hrimhari
Shatterstar	Rachel_Summers
She-Hulk	Abomination_(character)
She-Hulk	Deadpool
She-Hulk	Doctor_Strange
She-Hulk	Frankenstein's_Monster_(Marvel_Comics)
She-Hulk	Gwenpool
She-Hulk	Hercules_(Marvel_Comics)
She-Hulk	Hulk
She-Hulk	John_Jameson_(character)
She-Hulk	Luke_Cage
She-Hulk	Man-Thing
She-Hulk	Morbius
She-Hulk	Ms._Marvel
She-Hulk	Patsy_Walker
She-Hulk	Ravage_2099
She-Hulk	Robbie_Baldwin
She-Hulk	Scarlet_Witch
She-Hulk	She-Hulk_(Lyra)
She-Hulk	Spider-Man
She-Hulk	Spider-Woman
She-Hulk	Wolverine_(character)
She-Hulk_(Lyra)	Hulk
She-Hulk_(Lyra)	Sentry_(Robert_Reynolds)
She-Hulk_(Lyra)	She-Hulk
She-Hulk_(Lyra)	Spider-Man
She-Hulk_(Lyra)	Venom_(character)
She-Hulk_(Lyra)	Wolverine_(character)
Shear_(character)	Backhand_(character)
Shear_(character)	Radian_(Morituri)
Shuri_(character)	Black_Knight_(Marvel_Comics)
Shuri_(character)	Black_Panther_(character)
Shuri_(character)	Black_Widow_(Natasha_Romanova)
Shuri_(character)	Hulk
Shuri_(character)	Luke_Cage
Shuri_(character)	Radioactive_Man_(comics)
Shuri_(character)	Spider-Man
Shuri_(character)	Storm_(Marvel_Comics)
Shuri_(character)	Wolverine_(character)
Silencer_(comics)	Mockingbird_(Marvel_Comics)
Silencer_(comics)	She-Hulk
Silhouette_(comics)	Luke_Cage
Silhouette_(comics)	Spider-Man
Silk_(character)	Black_Cat_(Marvel_Comics)
Silk_(character)	Phil_Urich
Silk_(character)	Spider-Man
Silk_(character)	Spider-Woman
Skull_the_Slayer	Blazing_Skull
Skull_the_Slayer	Doctor_Druid
Skull_the_Slayer	Quasar_(character)
Snapdragon_(Morituri)	Blackthorn_(character)
Snapdragon_(Morituri)	Radian_(Morituri)
Snapdragon_(Morituri)	Vyking
Solo_(Marvel_Comics)	Battlestar_(character)
Solo_(Marvel_Comics)	Cable_(character)
Solo_(Marvel_Comics)	Deadpool
Solo_(Marvel_Comics)	Deathlok
Solo_(Marvel_Comics)	G._W._Bridge
Solo_(Marvel_Comics)	Gauntlet_(Joseph_Green)
Solo_(Marvel_Comics)	Ghost_Rider_(Danny_Ketch)
Solo_(Marvel_Comics)	Hulk
Solo_(Marvel_Comics)	Nova_(Richard_Rider)
Solo_(Marvel_Comics)	Typeface_(character)
Solo_(Marvel_Comics)	War_Machine
Solo_(Marvel_Comics)	Wolverine_(character)
Solomon_Kane_(comics)	Moon_Knight
Speed_(character)	Doctor_Strange
Speed_(character)	Franklin_Richards_(character)
Speed_(character)	Hulkling
Speed_(character)	Iron_Lad
Speed_(character)	Quicksilver_(Marvel_Comics)
Speed_(character)	Scarlet_Witch
Spider-Bitch_(Ashley_Barton)	Captain_Universe
Spider-Bitch_(Ashley_Barton)	Deadpool
Spider-Bitch_(Ashley_Barton)	Fin_Fang_Foom
Spider-Bitch_(Ashley_Barton)	Hulk
Spider-Bitch_(Ashley_Barton)	John_Jameson_(character)
Spider-Bitch_(Ashley_Barton)	Mayday_Parker
Spider-Bitch_(Ashley_Barton)	Mockingbird_(Marvel_Comics)
Spider-Bitch_(Ashley_Barton)	Rocket_Raccoon
Spider-Bitch_(Ashley_Barton)	Spider-Man
Spider-Bitch_(Ashley_Barton)	Spider-Woman
Spider-Bitch_(Ashley_Barton)	Spider-Woman_(Gwen_Stacy)
Spider-Bitch_(Ashley_Barton)	Spider-Woman_(Jessica_Drew)
Spider-Bitch_(Ashley_Barton)	Star-Lord
Spider-Bitch_(Ashley_Barton)	Venom_(character)
Spider-Bitch_(Ashley_Barton)	Wolverine_(character)
Spider-Girl	Anya_Corazon
Spider-Girl	Black_Cat_(Marvel_Comics)
Spider-Girl	Cyclops_(Marvel_Comics)
Spider-Girl	Iron_Man_2020
Spider-Girl	Jessica_Jones
Spider-Girl	John_Jameson_(character)
Spider-Girl	Mayday_Parker
Spider-Girl	Silk_(character)
Spider-Girl	Spider-Bitch_(Ashley_Barton)
Spider-Girl	Spider-Man
Spider-Girl	Spider-Woman
Spider-Girl	Spider-Woman_(Gwen_Stacy)
Spider-Man	Black_Cat_(Marvel_Comics)
Spider-Man	Hulk
Spider-Man	Mayday_Parker
Spider-Man	Scarlet_Spider
Spider-Man	Silk_(character)
Spider-Man	Spider-Man_Noir
Spider-Man	Spider-UK
Spider-Man	Spider-Woman_(Gwen_Stacy)
Spider-Man	Venom_(character)
Spider-Man_(Marvel_Mangaverse)	Black_Cat_(Marvel_Comics)
Spider-Man_(Marvel_Mangaverse)	Spider-Man
Spider-Man_(Marvel_Mangaverse)	Venom_(character)
Spider-Man_Noir	Black_Cat_(Marvel_Comics)
Spider-Man_Noir	Black_Widow_(Natasha_Romanova)
Spider-Man_Noir	Shuri_(character)
Spider-Man_Noir	Spider-Man
Spider-Man_Noir	Spider-Woman_(Gwen_Stacy)
Spider-UK	Anya_Corazon
Spider-UK	Captain_Universe
Spider-UK	Mayday_Parker
Spider-UK	Silk_(character)
Spider-UK	Spider-Man
Spider-UK	Spider-Man_Noir
Spider-UK	Spider-Woman_(Gwen_Stacy)
Spider-UK	Spider-Woman_(Jessica_Drew)
Spider-Woman	Anne_Weying
Spider-Woman	Anya_Corazon
Spider-Woman	Black_Widow_(Natasha_Romanova)
Spider-Woman	Luke_Cage
Spider-Woman	Mayday_Parker
Spider-Woman	Silk_(character)
Spider-Woman	Spider-Bitch_(Ashley_Barton)
Spider-Woman	Spider-Man
Spider-Woman	Spider-Woman_(Gwen_Stacy)
Spider-Woman	Spider-Woman_(Jessica_Drew)
Spider-Woman	Star-Lord
Spider-Woman	Yelena_Belova
Spider-Woman_(Gwen_Stacy)	Anya_Corazon
Spider-Woman_(Gwen_Stacy)	Black_Cat_(Marvel_Comics)
Spider-Woman_(Gwen_Stacy)	Ghost_Rider
Spider-Woman_(Gwen_Stacy)	Gwenpool
Spider-Woman_(Gwen_Stacy)	Human_Torch
Spider-Woman_(Gwen_Stacy)	John_Jameson_(character)
Spider-Woman_(Gwen_Stacy)	Mayday_Parker
Spider-Woman_(Gwen_Stacy)	Peggy_Carter
Spider-Woman_(Gwen_Stacy)	Silk_(character)
Spider-Woman_(Gwen_Stacy)	Spider-Man
Spider-Woman_(Gwen_Stacy)	Spider-Man_Noir
Spider-Woman_(Gwen_Stacy)	Spider-Woman
Spider-Woman_(Gwen_Stacy)	Spider-Woman_(Jessica_Drew)
Spider-Woman_(Gwen_Stacy)	Venom_(character)
Spider-Woman_(Jessica_Drew)	Bill_Foster_(character)
Spider-Woman_(Jessica_Drew)	Black_Widow_(Natasha_Romanova)
Spider-Woman_(Jessica_Drew)	Doctor_Strange
Spider-Woman_(Jessica_Drew)	Hornet_(comics)
Spider-Woman_(Jessica_Drew)	Hulk
Spider-Woman_(Jessica_Drew)	Jessica_Jones
Spider-Woman_(Jessica_Drew)	Luke_Cage
Spider-Woman_(Jessica_Drew)	Silk_(character)
Spider-Woman_(Jessica_Drew)	Spider-Woman
Spider-Woman_(Jessica_Drew)	Spider-Woman_(Gwen_Stacy)
Spider-Woman_(Jessica_Drew)	Wolverine_(character)
Spitfire_(character)	Blade_(character)
Spitfire_(character)	Blue_Bullet
Spitfire_(character)	Human_Torch_(android)
Spitfire_(character)	Union_Jack_(Joseph_Chapman)
Spitfire_(character)	Union_Jack_(Marvel_Comics)
Star_Brand	Black_Panther_(character)
Star_Brand	Captain_Universe
Star_Brand	Deathlok
Star_Brand	Doctor_Spectrum
Star_Brand	Ghost_Rider
Star_Brand	Gladiator_(Kallark)
Star_Brand	Iron_Fist_(character)
Star_Brand	Nightmask
Star_Brand	Phoenix_Force
Star_Brand	Quasar_(character)
Star_Brand	Rocket_Raccoon
Star-Lord	Bug_(Marvel_Comics)
Star-Lord	Doctor_Strange
Star-Lord	Hank_Pym
Star-Lord	Jean_Grey
Star-Lord	Moondragon
Star-Lord	Nova_(Richard_Rider)
Star-Lord	Phyla-Vell
Star-Lord	Rocket_Raccoon
Star-Lord	Spider-Man
Star-Lord	Wolverine_(character)
Starhawk_(character)	Black_Bolt
Starhawk_(character)	Kismet_(Marvel_Comics)
Starhawk_(character)	Moondragon
Starhawk_(character)	Quasar_(character)
Starhawk_(character)	Star-Lord
Starr_the_Slayer	Justice_(New_Universe)
Starr_the_Slayer	Nightmask
Starr_the_Slayer	Star_Brand
Steel_Spider	Frog-Man
Steel_Spider	Mayday_Parker
Steel_Spider	Spider-Man
Stingray_(Marvel_Comics)	Deadpool
Stingray_(Marvel_Comics)	Gorgon_(Inhuman)
Stingray_(Marvel_Comics)	Hulk
Stingray_(Marvel_Comics)	Iron_Man_2020
Stingray_(Marvel_Comics)	Karnak_(character)
Stingray_(Marvel_Comics)	Quasar_(character)
Stingray_(Marvel_Comics)	Scarlet_Witch
Storm_(Marvel_Comics)	Black_Cat_(Marvel_Comics)
Storm_(Marvel_Comics)	Black_Panther_(character)
Storm_(Marvel_Comics)	Blade_(character)
Storm_(Marvel_Comics)	Cyclops_(Marvel_Comics)
Storm_(Marvel_Comics)	Doctor_Strange
Storm_(Marvel_Comics)	Emma_Frost
Storm_(Marvel_Comics)	Jean_Grey
Storm_(Marvel_Comics)	Jubilee_(character)
Storm_(Marvel_Comics)	Luke_Cage
Storm_(Marvel_Comics)	Misty_Knight
Storm_(Marvel_Comics)	Phoenix_Force
Storm_(Marvel_Comics)	Puck_(Marvel_Comics)
Storm_(Marvel_Comics)	Rachel_Summers
Storm_(Marvel_Comics)	Scarlet_Witch
Storm_(Marvel_Comics)	Spider-Man
Storm_(Marvel_Comics)	Wolverine_(character)
Straw_Man_(comics)	Doctor_Strange
Straw_Man_(comics)	Werewolf_by_Night
Surge_(Marvel_Comics)	Cyclops_(Marvel_Comics)
Surge_(Marvel_Comics)	Wolverine_(character)
Tarantula_(Marvel_Comics)	Agent_X_(Marvel_Comics)
Tarantula_(Marvel_Comics)	Black_Cat_(Marvel_Comics)
Tarantula_(Marvel_Comics)	Devil_Dinosaur
Tarantula_(Marvel_Comics)	Misty_Knight
Tarantula_(Marvel_Comics)	Mockingbird_(Marvel_Comics)
Tarantula_(Marvel_Comics)	Outlaw_(Marvel_Comics)
Tarantula_(Marvel_Comics)	Spider-Man
Tarantula_(Marvel_Comics)	U.S._Agent
Tarantula_(Marvel_Comics)	Will_o'_the_Wisp_(comics)
The_Union_(Marvel)	Union_Jack_(Joseph_Chapman)
The_Union_(Marvel)	Union_Jack_(Marvel_Comics)
Thena	Makkari_(character)
Thin_Man_(character)	Jeffrey_Mace
Thor_Girl	Delroy_Garrett
Thor_Girl	Hulk
Thunderbolt_(Marvel_Comics)	Iron_Fist_(character)
Thunderbolt_(Marvel_Comics)	Luke_Cage
Thunderclap_(comics)	Spider-Man
Timeslip_(comics)	Robbie_Baldwin
Timeslip_(comics)	She-Hulk
Toro_(character)	Bucky_(Marvel_Comics)
Toro_(character)	Doctor_Strange
Toro_(character)	Hulk
Toro_(character)	Human_Torch_(android)
Toxyn	Scaredycat
Toxyn	Scatterbrain_(Morituri)
Turbo_(comics)	Nova_(Richard_Rider)
Turbo_(comics)	Phil_Urich
Turbo_(comics)	Rom_the_Space_Knight
Two-Gun_Kid	Black_Rider_(character)
Two-Gun_Kid	Kid_Colt
Two-Gun_Kid	She-Hulk
Two-Gun_Kid	Tarantula_(Marvel_Comics)
Typeface_(character)	Deadpool
Typeface_(character)	Robbie_Baldwin
Typeface_(character)	Spider-Man
U.S._Agent	Battlestar_(character)
U.S._Agent	Beta_Ray_Bill
U.S._Agent	Blazing_Skull
U.S._Agent	Bucky_(Marvel_Comics)
U.S._Agent	Deathlok
U.S._Agent	Guardsman_(character)
U.S._Agent	Hank_Pym
U.S._Agent	Human_Torch_(android)
U.S._Agent	Misty_Knight
U.S._Agent	Mockingbird_(Marvel_Comics)
U.S._Agent	Moon_Knight
U.S._Agent	Paladin_(comics)
U.S._Agent	Scarlet_Witch
U.S._Agent	Shang-Chi
U.S._Agent	Spider-Man
U.S._Agent	Tarantula_(Marvel_Comics)
U.S._Agent	Thin_Man_(character)
U.S._Agent	Union_Jack_(Joseph_Chapman)
U.S._Agent	War_Machine
U.S._Agent	Wolverine_(character)
Ulysses_Bloodstone	She-Hulk
Union_Jack_(Joseph_Chapman)	Arabian_Knight_(character)
Union_Jack_(Joseph_Chapman)	Human_Torch_(android)
Union_Jack_(Joseph_Chapman)	Sabra_(character)
Union_Jack_(Joseph_Chapman)	Spitfire_(character)
Union_Jack_(Joseph_Chapman)	The_Union_(Marvel)
Union_Jack_(Joseph_Chapman)	Union_Jack_(Marvel_Comics)
Union_Jack_(Marvel_Comics)	Blazing_Skull
Union_Jack_(Marvel_Comics)	Human_Torch_(android)
Union_Jack_(Marvel_Comics)	Spitfire_(character)
Union_Jack_(Marvel_Comics)	The_Union_(Marvel)
Union_Jack_(Marvel_Comics)	Union_Jack_(Joseph_Chapman)
Ursa_Major_(character)	Black_Panther_(character)
Ursa_Major_(character)	Black_Widow_(Natasha_Romanova)
Ursa_Major_(character)	War_Machine
Ursa_Major_(character)	Wolverine_(character)
Vance_Astrovik	Debrii
Vance_Astrovik	Gauntlet_(Joseph_Green)
Vance_Astrovik	Guardsman_(character)
Vance_Astrovik	Hank_Pym
Vance_Astrovik	Justice_(New_Universe)
Vance_Astrovik	Quicksilver_(Marvel_Comics)
Vance_Astrovik	Robbie_Baldwin
Vance_Astrovik	She-Hulk
Venom_(character)	Anne_Weying
Venom_(character)	Black_Cat_(Marvel_Comics)
Venom_(character)	Black_Panther_(character)
Venom_(character)	Black_Widow_(Natasha_Romanova)
Venom_(character)	Deadpool
Venom_(character)	Doctor_Strange
Venom_(character)	Eddie_Brock
Venom_(character)	Ghost_Rider
Venom_(character)	Iron_Fist_(character)
Venom_(character)	John_Jameson_(character)
Venom_(character)	Luke_Cage
Venom_(character)	Mania_(character)
Venom_(character)	Mayday_Parker
Venom_(character)	Ms._Marvel
Venom_(character)	Rocket_Raccoon
Venom_(character)	Rom_the_Space_Knight
Venom_(character)	Scarlet_Spider
Venom_(character)	Silk_(character)
Venom_(character)	Spider-Man
Venom_(character)	Spider-Woman_(Gwen_Stacy)
Venom_(character)	Wolverine_(character)
Vindicator_(comics)	Guardian_(Marvel_Comics)
Vindicator_(comics)	Puck_(Marvel_Comics)
Vindicator_(comics)	Wolverine_(Ultimate_Marvel_character)
Vindicator_(comics)	Wolverine_(character)
Vulcan_(Marvel_Comics)	Black_Bolt
Vulcan_(Marvel_Comics)	Ch'od
Vulcan_(Marvel_Comics)	Cyclops_(Marvel_Comics)
Vulcan_(Marvel_Comics)	Darkhawk
Vulcan_(Marvel_Comics)	Gladiator_(Kallark)
Vulcan_(Marvel_Comics)	Korvus
Vulcan_(Marvel_Comics)	Rachel_Summers
Vulcan_(Marvel_Comics)	Raza_Longknife
Vyking	Backhand_(character)
Vyking	Snapdragon_(Morituri)
War_Machine	Cable_(character)
War_Machine	Cloak_and_Dagger_(characters)
War_Machine	Deathlok
War_Machine	Radioactive_Man_(comics)
Werewolf_by_Night	Blade_(character)
Werewolf_by_Night	Deadpool
Werewolf_by_Night	Doctor_Strange
Werewolf_by_Night	Frankenstein's_Monster_(Marvel_Comics)
Werewolf_by_Night	Ghost_Rider_(Johnny_Blaze)
Werewolf_by_Night	Hulk
Werewolf_by_Night	Jericho_Drumm
Werewolf_by_Night	John_Jameson_(character)
Werewolf_by_Night	Man-Thing
Werewolf_by_Night	Moon_Knight
Werewolf_by_Night	Morbius
Werewolf_by_Night	Spider-Man
Werewolf_by_Night	Spider-Woman_(Jessica_Drew)
White_Tiger_(Heroes_for_Hire)	Iron_Fist_(character)
White_Tiger_(Heroes_for_Hire)	Misty_Knight
White_Tiger_(Heroes_for_Hire)	White_Tiger_(comics)
White_Tiger_(comics)	Black_Panther_(character)
White_Tiger_(comics)	Iron_Fist_(character)
White_Tiger_(comics)	Misty_Knight
White_Tiger_(comics)	Spider-Man
White_Tiger_(comics)	White_Tiger_(Heroes_for_Hire)
Whizzer_(Robert_Frank)	Black_Marvel
Whizzer_(Robert_Frank)	Deadpool
Whizzer_(Robert_Frank)	Human_Torch_(android)
Whizzer_(Robert_Frank)	Quicksilver_(Marvel_Comics)
Whizzer_(Robert_Frank)	Scarlet_Witch
Whizzer_(Robert_Frank)	Toro_(character)
Wild_Child_(character)	Empath_(character)
Wild_Child_(character)	Guardian_(Marvel_Comics)
Wild_Child_(character)	Wolverine_(character)
Will_o'_the_Wisp_(comics)	She-Hulk
Will_o'_the_Wisp_(comics)	Spider-Man
William_Burnside_(character)	Bucky_(Marvel_Comics)
William_Burnside_(character)	Jack_Monroe_(character)
William_Burnside_(character)	Jeffrey_Mace
William_Burnside_(character)	Spider-Man
Wolverine_(Ultimate_Marvel_character)	Cable_(character)
Wolverine_(Ultimate_Marvel_character)	Cyclops_(Marvel_Comics)
Wolverine_(Ultimate_Marvel_character)	Hulk
Wolverine_(Ultimate_Marvel_character)	Iron_Man_(Ultimate_Marvel_character)
Wolverine_(Ultimate_Marvel_character)	Jean_Grey
Wolverine_(Ultimate_Marvel_character)	Phoenix_Force
Wolverine_(Ultimate_Marvel_character)	Storm_(Marvel_Comics)
Wolverine_(Ultimate_Marvel_character)	Wolverine_(character)
Wolverine_(character)	Cable_(character)
Wolverine_(character)	Cyclops_(Marvel_Comics)
Wolverine_(character)	Deadpool
Wolverine_(character)	Guardian_(Marvel_Comics)
Wolverine_(character)	Hercules_(Marvel_Comics)
Wolverine_(character)	Hulk
Wolverine_(character)	Iron_Fist_(character)
Wolverine_(character)	Jean_Grey
Wolverine_(character)	Jericho_Drumm
Wolverine_(character)	Jubilee_(character)
Wolverine_(character)	Phoenix_Force
Wolverine_(character)	Scarlet_Witch
Wolverine_(character)	Spider-Man
Wolverine_(character)	Storm_(Marvel_Comics)
Wolverine_(character)	Venom_(character)
Wolverine_(character)	Vindicator_(comics)
Wolverine_(character)	Wolverine_(Ultimate_Marvel_character)
Xorn	Cyclops_(Marvel_Comics)
Xorn	Doctor_Strange
Xorn	Emma_Frost
Xorn	Jean_Grey
Xorn	Scarlet_Witch
Xorn	Sentry_(Robert_Reynolds)
Xorn	Spider-Man
Xorn	Wolverine_(character)
Yelena_Belova	Black_Widow_(Natasha_Romanova)
Yelena_Belova	Mockingbird_(Marvel_Comics)
Yelena_Belova	Red_Guardian
Yelena_Belova	Sentry_(Robert_Reynolds)
Yelena_Belova	Shang-Chi
Yelena_Belova	U.S._Agent
Zombie_(comics)	Blade_(character)
Zombie_(comics)	Deadpool
Zombie_(comics)	Jericho_Drumm
Zombie_(comics)	Man-Thing
